ID,Class,Percent,Subclass
7061729512853146886,nős zeramos os impostos federais_(GAS),1.0,text
7121294140163378437,nós entregamos_COTMOLE_XXX_LITURE BUTYTIDIRE_LE HAUT MOTEN AGE,1.0,text
7064002614374976774,"não uso meu cartão corporativo,",1.0,text
7131330617203100934,não tem mais o imposto_sindical_AN,1.0,text
7141020675409726726,nr_DERTO_A história_desse menino,1.0,text
7070128350324444422,net,1.0,text
7136940493316951302,"minhas companheiras,_Meus companheiros e_Seja_um voluntário_ONA_PROPAGANDA ELEITORAL GRATUITA.COLIGAÇÃO BRASIL DA ESPERANÇA-FEDERAÇÕES FÉ BRASIL_(PT/PCDOB/PV) EPSOL/REDE, SOLIDARIEDADE, PSB, AGIR, AVANTEE PROS",1.0,text
7119192184913431813,"lia_LULA, EU ME FORMEI_GRAÇAS A VOCÊ_ORDEM PROFESSO",1.0,text
7081645441070288134,iiiihul,1.0,text
7154040855152610565,hoje os pobres ganham_R$600 por mês,1.0,text
7069059496814890245,ha_SP_contou pra mim alguma coisa_sobre sua vida nos últimos meses._BOSOA_RISATING_JUY ACTAL 27000,1.0,text
7127337681721232646,g_A VERDADE_NAS RUAS_DOO_Fortaleza - 30/07_7,1.0,text
7063249034084928774,eu quero agradecer a imprensa aqui,1.0,text
7142967289648893190,eu amo meu nome Lula,1.0,text
7066417148989869317,estamos chegando no maracanã,1.0,text
7141495087296515334,"esse povo_quer comida,_BUDO",1.0,text
7144132461633490181,"enoaps,_ទី១០$210_ឥ១.1.",1.0,text
7137387185472392453,em defesa_das mulheres.,1.0,text
7157357899440803077,"em 2010,_Chega de fake!_PROPAGANDA ELEITORAL GRATUITA-COLIGAÇÃO BRASIL DA ESPERANÇA-FEDERAÇÕES FE BRASIL_(PT/PCDOB/PV)EPSOL/REDE, SOLIDARIEDADE, PSB, AGIR, AVANTEE PROS. CNPJ 47.453.689/0001-73_OHA_(1)_LULA",1.0,text
7157057448648494341,ele não tinha resistido.,1.0,text
7150126533603069189,"el_no_coração!_4,2",1.0,text
7155883989989969157,"el_O Brasil que_queremos_CAR_ler_presidente,",1.0,text
7118779005758639366,e isso é o que está_em jogo em nosso país._JAIR BOLSONARO,1.0,text
7156624552498400518,"e depois órfã, porque meu_pai morreu voltando_४",1.0,text
7126678238155279621,does m_muinera,1.0,text
7137637065616821509,"dizer que não._Respeito a mulheres_ONA_PROPAGANDA ELEITORAL. COLIGAÇÃO BRASIL DA ESPERANÇA-FEDERAÇÕES FÉ BRASIL_(PT/PCDOB/PV) EPSOL/REDE, SOLIDARIEDADE, PSB, AGIR, AVANTE E PROS",1.0,text
7139708633780096262,d_A_que eu quero_a,1.0,text
7142936906580413702,como que isso é possível?,1.0,text
7137140294260149509,como conseguir_recurso: não_roubando._02:3,1.0,text
7085324220741307654,"como a Lei da_Liberdade Econômica,_PRESIDENTE_JAIR BOLSONARO",1.0,text
7078668539896335621,"colocadas numa kombi,_numa van,_PRESIDENTE_JAIR BOLSONARO",1.0,text
7062308722109893894,chegou a fatura aí.,1.0,text
7135871698351459589,"brasileiro está de volta._le_O_do jogo_Craque_Pernambucane_Juninho_PROPAGANDA ELEITORAL.. COLIGAÇÃO BRASIL DA ESPERANÇA-FEDERAÇÕES FE BRASIL_(PT/PCDOB/PV) E PSOL/REDE, SOLIDARIEDADE, PSB, AGIR E AVANTE.",1.0,text
7113219881750760710,au_יהיו,1.0,text
7112496550059855109,atiaia_PRESIDENTE_JAIR BOLSONARO,1.0,text
7107652294811962629,asil 2_ivo_IX SUMMIT OF THE_AMERICAS_LOS ANGELES 2022_CÚPULA DAS AMÉRICAS_GOVERNO_AGORA_Presidente Jair Bolsonaro participa de reunião_bilateral com presidente norte-americano Joe Biden_Los Angeles/EU,1.0,text
7112014798933511429,ar_2016_OPOVO TEM QUE ENTENDER_QUAL É A REGRA DO JOGO._PRESIDENTE_JAIR BOLSONARO_C,1.0,text
7109498468439248134,apex_ISSO É FAKE NEWS?_OU É VERDADE?,1.0,text
7109193503279729926,apexBrasil_NISTERO DA_ECONOMIA_TERIORES_AMAD_S_ECONOMIA ELAÇÕES EN_CAPITALIZAÇÃO_DA ELETROBRAS_PATRIA A_BRA_ROVERNDr_Brasil #_Investment_Forum,1.0,text
7103462756183035142,agora vem da onde?_credibilidade da informação._144981,1.0,text
7100134048596544773,adidas_crefisa,1.0,text
7099110887100878085,acreditaram em mim.,1.0,text
7157016793855364358,a_Δ_και_RB_FE_ικύύύ_Jaijiirrre Le_@lucasmigueltxer,1.0,text
7119808655352024326,a questão do 17% do teto.,1.0,text
7158185109085048070,a orgulho do seu nome_recorteslula,1.0,text
7067563025925934341,a PRF aprendeu 1870_toneladas de drogas,1.0,text
7135232198684298502,[REC]_***,1.0,text
7112079025891200261,ZA_PRES_JAIR BO_MEU GASTO É ZERO!,1.0,text
7112861186873494790,ZAVA_LUET,1.0,text
7104390579840175366,ZAIR BOLSONARO,1.0,text
7138037947739245830,Z,1.0,text
7156357305955650821,Youtube: Spotniks_QUEM FALOU_ESSA FRASE?_Lula? Ele falou isso_do feminismo?!,1.0,text
7115921826542292229,Youth,0.75,item
7156250866666802437,Youth,0.75,item
7156624552498400518,Youth,0.75,item
7068599846764104966,Youth,0.75,item
7153666557539798277,Youth,0.75,item
7154526379860692229,Youth,0.75,item
7158599839259856134,Youth,0.75,item
7115120078982630661,Youth,0.75,item
7120608894753230086,Youth,0.75,item
7141114627265400091,Youth,0.74,item
7150656050285268229,Youth,0.74,item
7155883989989969157,Youth,0.74,item
7072412369091038469,"YouTube JAIR BOLSONARO_ENTREVISTA COMPLETA_RÁDIO FOLHA RORAIMA_Temas: transferência de terras da_União para Roraima, Linhão de Tucuruí,_hidrelétrica de Cotingo, redução de_impostos, planos futuros, entre outros.",1.0,text
7141157625621728539,Yellow,0.87,item
7141861750957198598,Yellow,0.86,item
7155795146729164037,Yellow,0.86,item
7159293944143138053,Yellow,0.86,item
7106170359279308037,Yellow,0.86,item
7144518704032697605,Yellow,0.86,item
7160037888611126534,Yellow,0.85,item
7132523699927813382,Yellow,0.85,item
7113136404560874758,Yellow,0.85,item
7132631064148757765,Yellow,0.85,item
7123231939875720453,Yellow,0.84,item
7120608894753230086,Yellow,0.84,item
7131704024373464326,Yellow,0.84,item
7128401117561523462,Y_Yuri: a voz_da esperança_ESPERANÇA,1.0,text
7139582514061905157,X_CEOD-DOOD,1.0,text
7127992687994653958,"XF_20_Então graças a nossa_administração,",1.0,text
7142617092863347974,Wrist,0.73,item
7121132876665556229,Wrist,0.72,item
7149659243052944646,Wrist,0.71,item
7151517516244864262,Wrist,0.67,item
7138228572757527813,Wrinkle,0.81,item
7117660810549284102,Wrinkle,0.81,item
7121793446779587845,Wrinkle,0.8,item
7143330045069724934,Wrinkle,0.8,item
7157477655632186629,Wrinkle,0.8,item
7082009893443554566,Wrinkle,0.8,item
7130323797961362694,Wrinkle,0.8,item
7135525826690321670,Wrinkle,0.8,item
7138527757897567493,Wrinkle,0.8,item
7114785507883715846,Wrinkle,0.79,item
7127247191990603014,Wrinkle,0.79,item
7136379591353994502,Wrinkle,0.79,item
7136940493316951302,Wrinkle,0.79,item
7136995684112239877,Wrinkle,0.79,item
7142967289648893190,Wrinkle,0.78,item
7093551173436804357,Wrinkle,0.78,item
7140785051674905861,Wrinkle,0.77,item
7146324665932254470,Wrinkle,0.77,item
7148455112862731525,Wrinkle,0.77,item
7157847876784131333,Wrinkle,0.77,item
7134470644040764678,Wrinkle,0.77,item
7138447266934902022,Wrinkle,0.77,item
7143238576904490245,Wrinkle,0.77,item
7118042601000881413,Wrinkle,0.76,item
7142227938459651334,Wrinkle,0.76,item
7134405290535013638,Wrinkle,0.76,item
7106561672076119301,Wrinkle,0.76,item
7120312213142801669,Wrinkle,0.76,item
7114244546627783942,Wrinkle,0.75,item
7150447853561826566,Wrinkle,0.75,item
7152483582596926725,Wrinkle,0.75,item
7133651309135383813,Wrinkle,0.75,item
7137637065616821509,Wrinkle,0.75,item
7157004669003386118,Wrinkle,0.74,item
7129319466994863365,Wrinkle,0.74,item
7111364589169724677,Wrinkle,0.74,item
7142697600049794309,Wrinkle,0.74,item
7151832676020800774,Wrinkle,0.73,item
7130256899898887430,Wrinkle,0.73,item
7130703792714059013,Wrinkle,0.73,item
7132140612509289733,Wrinkle,0.73,item
7133219317318946053,Wrinkle,0.73,item
7120581357117394181,Wrinkle,0.73,item
7134868163753168133,Wrinkle,0.73,item
7141713561314757894,Wrinkle,0.72,item
7154382144129731845,Wrinkle,0.72,item
7111387104285953285,Wrinkle,0.72,item
7117269425203514630,Wrinkle,0.72,item
7140748124288584965,Wrinkle,0.71,item
7148813673446886661,Wrinkle,0.71,item
7160077729751207174,Wrinkle,0.71,item
7131402728286342405,Wrinkle,0.71,item
7133313072281816325,Wrinkle,0.71,item
7133605923712437509,Wrinkle,0.71,item
7104047308341333253,Wrinkle,0.7,item
7119957986759658758,Wrinkle,0.7,item
7128124773128752389,Wrinkle,0.7,item
7129497893722983686,Wrinkle,0.7,item
7130253492685491461,Wrinkle,0.7,item
7149031825040510214,Wrinkle,0.68,item
7149706055642008838,Wrinkle,0.68,item
7126678238155279621,Wrinkle,0.68,item
7157154489835851014,Wrinkle,0.67,item
7106251684451601669,Wrinkle,0.67,item
7156930375321718022,Wrinkle,0.65,item
7137145105516973318,Wrinkle,0.65,item
7143216083946786053,Wrinkle,0.64,item
7132308627553012998,Wrinkle,0.64,item
7107929632984354053,Wrinkle,0.62,item
7159239303468436742,Wrinkle,0.6,item
7131433205214792966,Wrinkle,0.6,item
7151055678486990085,Wrinkle,0.59,item
7115738690105756933,Wrinkle,0.53,item
7065444812492737797,World,0.93,item
7078247361947913477,World,0.93,item
7155795146729164037,World,0.93,item
7132807218776263942,World,0.93,item
7112891223710485766,World,0.93,item
7118429763823242501,World,0.93,item
7120608894753230086,World,0.93,item
7123715891203755270,World,0.93,item
7135560153067310341,World,0.93,item
7115851955330632965,World,0.92,item
7139326490860195078,World,0.92,item
7140046388200525062,World,0.92,item
7160091637970963718,World,0.92,item
7151895134433512709,World,0.92,item
7155885964139695365,World,0.92,item
7131742778471599366,World,0.92,item
7102196270021856518,World,0.92,item
7102479107950136582,World,0.92,item
7102926425623186694,World,0.92,item
7103938133783268614,World,0.92,item
7112556161316048133,World,0.92,item
7114328576131910917,World,0.92,item
7115477908256214278,World,0.92,item
7115805808331377926,World,0.92,item
7128490493419343109,World,0.92,item
7142468971042721029,World,0.92,item
7143985301768260870,World,0.92,item
7122086528389614853,World,0.91,item
7150126533603069189,World,0.91,item
7069541045318536453,World,0.91,item
7154437709392661765,World,0.91,item
7154526379860692229,World,0.91,item
7112798896388148486,World,0.91,item
7115120078982630661,World,0.91,item
7120415083867491589,World,0.91,item
7137133787799948549,World,0.91,item
7139924785974217990,World,0.91,item
7140475103313284358,World,0.91,item
7148127975483968774,World,0.91,item
7142701810724244742,World,0.9,item
7145622898441489669,World,0.9,item
7149319902761880838,World,0.9,item
7149374900640238853,World,0.9,item
7149624883759058182,World,0.9,item
7160037888611126534,World,0.9,item
7065229955612937478,World,0.9,item
7065341195483876614,World,0.9,item
7074510669269290246,World,0.9,item
7156768353820921093,World,0.9,item
7104390579840175366,World,0.9,item
7107652294811962629,World,0.9,item
7110243160206429445,World,0.9,item
7147701638466227483,World,0.9,item
7145573305687313669,World,0.89,item
7146574113539214598,World,0.89,item
7146954881847348486,World,0.89,item
7155300376822942981,World,0.89,item
7078668539896335621,World,0.89,item
7154840992284232966,World,0.89,item
7157697379070676230,World,0.89,item
7158547810244332806,World,0.89,item
7123937868384308485,World,0.89,item
7125758348171005189,World,0.89,item
7128066426392284421,World,0.89,item
7087373592530324741,World,0.89,item
7114448580168977670,World,0.89,item
7123970382071123206,World,0.89,item
7140754722180418821,World,0.89,item
7148435207635406085,World,0.89,item
7153972048652422406,World,0.88,item
7150687987012013317,World,0.88,item
7157441811538038022,World,0.88,item
7159773640030997766,World,0.88,item
7125329891049934085,World,0.88,item
7086407710148758789,World,0.88,item
7105057655521135878,World,0.88,item
7123596534012202246,World,0.88,item
7150736782378798342,World,0.87,item
7157885377854917893,World,0.87,item
7064664440586784005,World,0.87,item
7127929445163355397,World,0.87,item
7087692884480183558,World,0.87,item
7107758042678103301,World,0.87,item
7155590102356446469,World,0.86,item
7160041692911930630,World,0.86,item
7125168996546022662,World,0.86,item
7133605923712437509,World,0.86,item
7136011904815828230,World,0.86,item
7159748157373549829,World,0.85,item
7128182527054941446,World,0.85,item
7149172319502486790,World,0.84,item
7156043492706241798,World,0.82,item
7129627878987451654,Workwear,0.84,item
7107758042678103301,Workwear,0.6,item
7081246455322676486,Working animal,0.87,item
7090204992807685382,Working animal,0.86,item
7133372760616750342,Working animal,0.85,item
7106251684451601669,Working animal,0.68,item
7083978495881202950,Wood stain,0.72,item
7083978495881202950,Wood,0.86,item
7155282520869735686,Wood,0.86,item
7135232198684298502,Wood,0.82,item
7079811791244528902,Wood,0.79,item
7134678311376047366,Wood,0.78,item
7118340242536434950,Wood,0.69,item
7117603422920117509,Wood,0.62,item
7145033272052010246,Winter,0.66,item
7114448580168977670,Wine glass,0.85,item
7156930375321718022,Window blind,0.88,item
7123006953135131909,Window blind,0.67,object
7144441092887284998,Window,0.89,item
7129627878987451654,Window,0.89,item
7157020210602528005,Window,0.88,item
7113219881750760710,Window,0.88,item
7065444812492737797,Window,0.84,item
7144132461633490181,Window,0.82,item
7142842734926204166,Window,0.81,item
7157407242067660038,Window,0.79,item
7101601199119404293,Window,0.79,item
7082888182424931590,Window,0.75,item
7132523699927813382,Wind instrument,0.8,item
7093241475047296261,Wind,0.68,item
7138398745724603653,White-collar worker,0.78,item
7077539969274744069,White-collar worker,0.77,item
7103462756183035142,White-collar worker,0.77,item
7109792713993768198,White-collar worker,0.77,item
7116603296168643845,White-collar worker,0.77,item
7121672419798027525,White-collar worker,0.77,item
7137140294260149509,White-collar worker,0.77,item
7149614325265599749,White-collar worker,0.76,item
7155628940395121926,White-collar worker,0.76,item
7080134790862736645,White-collar worker,0.76,item
7150687987012013317,White-collar worker,0.76,item
7154301373570436358,White-collar worker,0.76,item
7091758287066008838,White-collar worker,0.76,item
7099550451242241286,White-collar worker,0.76,item
7159748157373549829,White-collar worker,0.75,item
7072043448102063366,White-collar worker,0.75,item
7082379397931470086,White-collar worker,0.75,item
7132140612509289733,White-collar worker,0.75,item
7125907541665565958,White-collar worker,0.75,item
7126643401210039558,White-collar worker,0.75,item
7155144677912595717,White-collar worker,0.74,item
7079407127881616645,White-collar worker,0.74,item
7092558000208006406,White-collar worker,0.74,item
7099888985132076293,White-collar worker,0.74,item
7111254294485126405,White-collar worker,0.74,item
7135818610714414342,White-collar worker,0.74,item
7140298643613011206,White-collar worker,0.74,item
7117411123879496966,White-collar worker,0.73,item
7130703792714059013,White-collar worker,0.73,item
7086006648250060038,White-collar worker,0.73,item
7123197776908832006,White-collar worker,0.73,item
7072412369091038469,White-collar worker,0.72,item
7085046178991115525,White-collar worker,0.72,item
7153610126375521541,White-collar worker,0.72,item
7155454754271825158,White-collar worker,0.72,item
7149936616763591941,White-collar worker,0.71,item
7159697847498083590,White-collar worker,0.71,item
7133219317318946053,White-collar worker,0.71,item
7101048856015572229,White-collar worker,0.71,item
7104696926154640645,White-collar worker,0.71,item
7126507412969753862,White-collar worker,0.71,item
7069880658700553477,White-collar worker,0.7,item
7107385550352485638,White-collar worker,0.7,item
7131839191364799750,White-collar worker,0.65,item
7132847399856393478,White-collar worker,0.64,item
7120178088524188934,White-collar worker,0.62,item
7124311468761402629,White-collar worker,0.6,item
7100134048596544773,White-collar worker,0.57,item
7145433077567868166,White,0.92,item
7147299061391969542,White,0.92,item
7159999922224286982,White,0.92,item
7066064825297718533,White,0.92,item
7075716132166061317,White,0.92,item
7103840751318076677,White,0.92,item
7110957493630668038,White,0.92,item
7133186727350488326,White,0.92,item
7138453696609848581,White,0.92,item
7096609712170470662,Wheel,0.94,item
7080987201508510981,Wheel,0.9,item
7071288026923617541,Wheel,0.89,object
7066064825297718533,Wheel,0.86,item
7108026845160869126,Wheel,0.84,item
7088744830511090950,Wheel,0.83,item
7125579162038832389,Wheel,0.8,item
7129627878987451654,Wheel,0.71,object
7111127621680794886,Web page,0.61,item
7122152605270265093,Web page,0.54,item
7123006953135131909,Web page,0.51,item
7098044177493019910,Watercraft,0.9,item
7144772057631411462,Water resources,0.95,item
7146249449340226821,Water resources,0.95,item
7070249608659733765,Water,0.98,item
7144772057631411462,Water,0.97,item
7119639753816820998,Water,0.97,item
7146249449340226821,Water,0.96,item
7098044177493019910,Water,0.94,item
7152178193699572997,Water,0.91,item
7081645441070288134,Water,0.86,item
7139246317414501637,Water,0.81,item
7114448580168977670,Water,0.78,item
7157726007166881030,Water,0.74,item
7132126626027998469,Water,0.71,item
7159536039252577542,Watch,0.98,item
7137452934169693445,Watch,0.98,item
7095359587871689990,Watch,0.98,item
7103462756183035142,Watch,0.98,item
7136546720074288389,Watch,0.98,item
7119275865011145990,Watch,0.97,item
7112496550059855109,Watch,0.97,item
7139098273691733254,Watch,0.97,item
7148896985003789573,Watch,0.97,item
7079053260639849733,Watch,0.96,item
7142617092863347974,Watch,0.96,item
7092477436805319942,Watch,0.95,item
7117197139758959877,Watch,0.95,item
7063796844056349958,Watch,0.93,item
7148828803962260741,Watch,0.93,item
7148384658416307461,Watch,0.92,item
7091253327048035589,Watch,0.85,item
7091393052891188486,Watch,0.77,object
7099764815983381766,Watch,0.73,object
7159999922224286982,Watch,0.72,object
7121132876665556229,Watch,0.72,object
7141433328338603270,Watch,0.63,object
7069880658700553477,Watch,0.55,object
7143765546046115078,Watch,0.54,object
7136707730529717509,Waist,0.81,item
7151392476425751813,W_É 13!!_poppen_SOS 30 BONES_LOO_65013_Haddad E,1.0,text
7109455902209559814,WWW._SONARO_E_um bamba maioral!,1.0,text
7087205529843551493,WIDENGE,1.0,text
7153001568843910406,Vános talar_de futebol?,1.0,text
7135999771256392965,Voltar pra cuidar_do povo brasileiro,1.0,text
7136259666207706373,Volta pra_Ficar,1.0,text
7123231939875720453,Voge_DOU_PT_E_LATEX_e_Dona Rosa,1.0,text
7125010684928150789,Você viu a Ucrânia,1.0,text
7149517499111968006,Visual effect lighting,0.81,item
7138850032819752197,Visual effect lighting,0.8,item
7140417818482232582,Visual effect lighting,0.77,item
7144369305210113285,Visual arts,0.66,item
7065229955612937478,Visual arts,0.62,item
7143612096566152454,Vision care,0.96,item
7122222543594949893,Vision care,0.95,item
7147701569931250971,Vision care,0.95,item
7151165495662644485,Vision care,0.95,item
7129126634917088517,Vision care,0.95,item
7115357413712153861,Vision care,0.94,item
7153328018507697413,Vision care,0.94,item
7132503317246233862,Vision care,0.94,item
7126173879701146886,Vision care,0.93,item
7144464419387591942,Vision care,0.92,item
7145433077567868166,Vision care,0.92,item
7137452934169693445,Vision care,0.92,item
7115207919750253830,Vision care,0.92,item
7121294140163378437,Vision care,0.92,item
7141328718684900614,Vision care,0.92,item
7135871698351459589,Vision care,0.91,item
7107685479851609350,Vision care,0.91,item
7119045148578778374,Vision care,0.91,item
7120746294724906246,Vision care,0.91,item
7115793869152734470,Vision care,0.9,item
7132207668944440582,Vision care,0.9,item
7130716020704021765,Vision care,0.9,item
7134893199759265030,Vision care,0.9,item
7139514285251644678,Vision care,0.9,item
7152483582596926725,Vision care,0.89,item
7147299061391969542,Vision care,0.88,item
7067563025925934341,Vision care,0.88,item
7151733451157261573,Vision care,0.86,item
7159943895445441797,Vision care,0.86,item
7139098273691733254,Vision care,0.86,item
7144441092887284998,Vision care,0.85,item
7120925234470849798,Vision care,0.85,item
7072758305168297221,Violet,0.84,item
7119808655352024326,Violet,0.84,item
7146748492344478981,Violet,0.84,item
7122606331973930246,Violet,0.83,item
7137711474922786053,Violet,0.83,item
7100520596013894918,Violet,0.83,item
7111662867442568454,Violet,0.81,item
7071421113565302021,Vintage clothing,0.79,item
7126507412969753862,Video camera,0.8,object
7109123796791086342,"Vi uma matéria_de vocês,_PRESIDENTE_JAIR BOLSONARO_CAN",1.0,text
7106251684451601669,Veterinarian,0.68,item
7112861186873494790,Vest,0.78,item
7149171658169847045,Vest,0.74,item
7139971812351331589,Vertebrate,0.92,item
7081246455322676486,Vertebrate,0.92,item
7112556161316048133,Vertebrate,0.92,item
7118548034631257350,Vertebrate,0.92,item
7140658314311961861,Vertebrate,0.92,item
7158929967097728262,"Vem de dentro, eu sei,_Sem medo de ser_em de dentro. eu sei._Vem de dentro, eu sei,_Meest",1.0,text
7152874891794976006,Vehicle registration plate,0.85,item
7112763904991726853,Vehicle door,0.8,item
7082888182424931590,Vehicle door,0.8,item
7077688304832875781,Vehicle door,0.71,item
7090649164383669510,Vehicle door,0.65,item
7118714403372928262,Vehicle door,0.62,item
7137125823789796614,Vehicle,0.96,item
7066064825297718533,Vehicle,0.95,item
7129627878987451654,Vehicle,0.93,item
7126288473073487110,Vehicle,0.92,item
7135609362550148357,Vehicle,0.92,item
7087205529843551493,Vehicle,0.91,item
7065592011956505861,Vehicle,0.9,item
7086922462612491526,Vehicle,0.9,item
7082888182424931590,Vehicle,0.89,item
7089545896228064518,Vehicle,0.89,item
7079448453088152838,Vehicle,0.88,item
7098044177493019910,Vehicle,0.87,item
7103637317000137990,Vehicle,0.87,item
7096609712170470662,Vehicle,0.86,item
7118714403372928262,Vehicle,0.84,item
7149624883759058182,Vehicle,0.81,item
7152874891794976006,Vehicle,0.81,item
7154720598432812294,Vehicle,0.81,item
7088744830511090950,Vehicle,0.8,item
7083248844540005637,Vehicle,0.78,item
7108026845160869126,Vehicle,0.75,item
7154750278674156805,Vehicle,0.7,item
7160091637970963718,Vegetation,0.85,item
7083978495881202950,Vase,0.71,object
7129627878987451654,Van,0.6,object
7139514285251644678,Vamos falar sobre o pix?,1.0,text
7147299061391969542,V_Se Deus quiser_tu ganha!_manopo,1.0,text
7137701251893988614,"VOTOU SIM, PARA DE MENTIR",1.0,text
7159695635761876230,VOTE 22,1.0,text
7110957493630668038,VOCÊS QUEREM QUE O BRASIL_ENTRE NESSE TRENZINHO?!_DESIDENTE_JAIR BOLSONARO,1.0,text
7105118601337785605,VISITA ÀS OBRAS DA PONTE DE_INTEGRAÇÃO BRASIL - PARAGUAI,1.0,text
7132807218776263942,VAMOS_OHA_Governo da_solidariedade,1.0,text
7131742778471599366,VAMOS_JUNIYS_BRASIL_Dia dos pais,1.0,text
7131015973125115142,VAMOS_JUNIOS_BRASIL,1.0,text
7125329891049934085,VAMOS_Investimento_DIA_LULA L,1.0,text
7141114627265400091,VAMOS_HA_LULA 2022_RIO DE_Diret JANEIRO_PT_LULA 2022_aneiro,1.0,text
7112481284315811078,VAMOSO_JUNTOS_BRASIL_Q_W_L_1_SE_Y_n_w_VE_3_M,1.0,text
7113257887618567429,VAMOS OJUNTOSERDACIIVAMOSOJUNTOSBRASILVAMOSJUNTOSBRASIL,1.0,text
